type,yearpublished,minplayers,maxplayers,playingtime,minage,users_rated,average_rating,bayes_average_rating,total_traders,total_wanters,total_wishers,average_weight
1,2006.0,2.0,2.0,30.0,9.0,10148,7.11895,6.99757,396,379,2038,2.1961
1,2007.0,3.0,5.0,90.0,10.0,6127,7.18382,6.99608,126,713,1964,2.7523
1,2012.0,1.0,4.0,120.0,13.0,1464,7.69677,6.99399,42,519,1324,2.8696
1,1999.0,2.0,6.0,90.0,12.0,3732,7.27247,6.99241,149,262,561,2.5516
1,2006.0,2.0,4.0,60.0,8.0,6569,7.16069,6.99128,194,316,1021,2.3657
1,2007.0,2.0,4.0,60.0,8.0,1824,7.61872,6.99064,130,154,284,2.2703
1,2011.0,2.0,4.0,45.0,10.0,5945,7.17434,6.9896,316,398,1772,2.4989
1,2013.0,2.0,5.0,20.0,8.0,6630,7.17317,6.98953,85,272,1238,1.1685
1,2001.0,2.0,5.0,120.0,12.0,5192,7.2101,6.98872,295,304,963,3.0915
1,2012.0,2.0,4.0,120.0,13.0,2807,7.37565,6.98733,81,380,1377,3.3494
1,2014.0,2.0,6.0,120.0,12.0,830,8.26319,6.98592,24,170,634,3.1897
1,2009.0,2.0,4.0,120.0,10.0,2844,7.35928,6.98495,195,622,2432,3.6734
1,2009.0,1.0,2.0,480.0,12.0,822,8.31096,6.98215,32,227,809,3.3704
1,2007.0,2.0,5.0,60.0,12.0,3624,7.28104,6.98194,131,222,778,2.8939
1,1925.0,4.0,4.0,60.0,12.0,2355,7.45552,6.98192,4,6,73,3.8516
1,2014.0,2.0,4.0,90.0,12.0,1273,7.80569,6.981,11,487,1561,3.1024
1,2009.0,1.0,4.0,120.0,12.0,1277,7.82212,6.97761,78,190,633,3.1275
1,2008.0,2.0,10.0,60.0,8.0,9234,7.10799,6.97711,303,586,2442,2.0017
1,2013.0,2.0,4.0,60.0,13.0,2517,7.405,6.97704,75,472,1605,2.396
1,2009.0,2.0,4.0,60.0,13.0,6908,7.1354,6.9762,142,688,2238,2.114
1,1977.0,2.0,2.0,60.0,14.0,2453,7.46057,6.9746,233,44,153,4.044
1,1999.0,3.0,5.0,60.0,12.0,4755,7.19621,6.97436,132,489,1255,2.3172
1,2013.0,2.0,4.0,120.0,12.0,1501,7.66163,6.9722,49,301,954,4.1974
1,2003.0,2.0,6.0,60.0,8.0,17527,7.05526,6.97042,495,464,2297,2.1232
1,2014.0,3.0,8.0,15.0,12.0,2393,7.40747,6.96783,27,582,2381,1.26
1,2009.0,2.0,4.0,120.0,12.0,3151,7.31066,6.9668,104,238,710,2.8129
1,2015.0,2.0,8.0,15.0,14.0,949,8.06556,6.96668,16,433,2029,1.4189
1,2013.0,2.0,5.0,75.0,12.0,3472,7.2633,6.96637,197,268,1052,2.9042
1,2011.0,1.0,4.0,30.0,13.0,2269,7.45377,6.96483,121,86,369,2.3672
1,2006.0,2.0,4.0,45.0,8.0,5181,7.17941,6.96309,102,530,1653,2.2803
1,1999.0,2.0,2.0,30.0,9.0,2995,7.32452,6.96088,91,185,618,2.7231
1,2004.0,2.0,4.0,120.0,10.0,4362,7.19262,6.96031,234,352,1092,3.6748
1,2000.0,3.0,5.0,60.0,12.0,2899,7.32968,6.95996,65,197,453,2.4559
1,1998.0,2.0,5.0,45.0,10.0,9918,7.07299,6.9582,375,501,1585,2.2125
1,2010.0,1.0,5.0,60.0,13.0,4989,7.17932,6.95538,113,595,1836,2.3013
1,2009.0,2.0,4.0,120.0,11.0,2406,7.36571,6.95357,61,358,1094,3.4752
1,2011.0,1.0,4.0,180.0,12.0,1707,7.57926,6.95239,108,305,1157,3.2911
1,2011.0,2.0,5.0,90.0,10.0,2747,7.32043,6.95193,104,411,1450,2.871
1,2015.0,2.0,4.0,60.0,14.0,1847,7.51689,6.94997,52,379,1280,2.7866
1,2012.0,2.0,5.0,150.0,14.0,1816,7.54929,6.94956,62,380,1241,3.3684
1,2014.0,4.0,8.0,30.0,10.0,3133,7.28294,6.94791,59,273,1197,1.2615
1,2004.0,2.0,4.0,45.0,10.0,5115,7.14977,6.94671,89,474,1351,1.8387
1,2014.0,2.0,6.0,40.0,10.0,3717,7.24375,6.9463,57,476,1676,1.7596
1,1475.0,2.0,2.0,60.0,6.0,16905,7.09588,6.94605,124,14,127,3.7491
1,2014.0,2.0,4.0,60.0,14.0,2612,7.36473,6.94526,54,386,1408,2.3883
1,2004.0,2.0,5.0,90.0,12.0,4232,7.19616,6.94501,226,192,645,3.2077
1,2011.0,2.0,4.0,60.0,11.0,5396,7.17372,6.94438,116,306,1414,2.1996
1,2004.0,2.0,2.0,45.0,12.0,6808,7.09844,6.94363,293,368,1352,2.0743
1,2004.0,3.0,6.0,60.0,12.0,14028,7.10345,6.94305,354,519,2923,2.3336
1,2004.0,3.0,5.0,20.0,8.0,11049,7.03627,6.94029,154,278,1326,1.1561
1,2001.0,3.0,4.0,90.0,10.0,3555,7.21935,6.93802,134,370,816,2.6903
1,2011.0,2.0,4.0,45.0,8.0,9369,7.06278,6.93756,286,506,2199,2.0778
1,2010.0,2.0,4.0,60.0,12.0,2949,7.28023,6.93689,60,504,1346,2.3333
1,2010.0,2.0,2.0,60.0,13.0,2034,7.46951,6.9341,182,208,887,3.1615
1,1996.0,2.0,2.0,45.0,10.0,1957,7.49902,6.9312,198,110,248,2.9082
1,2011.0,1.0,5.0,60.0,12.0,3525,7.28408,6.93046,197,338,1352,2.632
1,2011.0,1.0,2.0,30.0,13.0,2279,7.40705,6.92964,124,65,305,2.2255
1,2015.0,1.0,4.0,90.0,14.0,2126,7.42382,6.92853,85,326,1551,2.7989
1,2005.0,2.0,4.0,100.0,12.0,4709,7.14682,6.92849,271,193,680,3.0098
1,2012.0,2.0,2.0,90.0,12.0,1016,7.96408,6.92802,59,222,721,3.5969
1,2009.0,1.0,5.0,60.0,12.0,8160,7.07628,6.92607,519,190,1391,2.4983
1,2015.0,2.0,2.0,120.0,14.0,854,8.25458,6.9254,36,225,899,3.0283
1,2003.0,3.0,5.0,75.0,10.0,3971,7.17045,6.92218,164,227,701,2.5096
1,2000.0,2.0,4.0,120.0,12.0,1677,7.52876,6.9204,36,707,1149,2.5083
1,2011.0,2.0,5.0,90.0,13.0,2729,7.28193,6.91968,75,249,753,2.8678
1,2013.0,1.0,4.0,60.0,8.0,2101,7.40216,6.91921,72,292,998,2.6687
1,2007.0,2.0,6.0,90.0,12.0,10697,7.0968,6.91915,549,324,2238,2.2844
1,1986.0,3.0,5.0,240.0,12.0,3272,7.25882,6.91835,201,147,594,3.1617
1,2004.0,2.0,4.0,45.0,8.0,3511,7.21229,6.9158,113,275,910,2.2729
1,1995.0,3.0,6.0,60.0,10.0,4880,7.12027,6.90967,139,253,753,2.3002
1,2014.0,2.0,4.0,45.0,12.0,1530,7.60607,6.90759,49,138,506,2.283
1,2014.0,2.0,5.0,45.0,8.0,1692,7.50254,6.90634,59,418,1299,1.9375
1,2014.0,2.0,4.0,100.0,12.0,1420,7.5943,6.90629,43,365,1180,3.7179
1,2007.0,2.0,4.0,120.0,12.0,3249,7.29309,6.90242,343,175,969,3.4542
1,2014.0,2.0,6.0,70.0,10.0,2354,7.33718,6.90208,43,496,1806,2.4061
1,2000.0,2.0,5.0,120.0,12.0,4401,7.13622,6.90153,287,247,734,3.2776
1,1959.0,2.0,7.0,360.0,12.0,8642,7.09411,6.90125,809,135,1004,3.3667
1,2005.0,2.0,6.0,120.0,12.0,4086,7.15759,6.90012,148,278,1003,3.0214
1,2007.0,2.0,6.0,60.0,8.0,6415,7.08193,6.89993,107,800,2938,1.652
1,2010.0,1.0,4.0,30.0,13.0,6972,7.08634,6.89956,322,163,963,2.1663
1,2006.0,2.0,4.0,60.0,10.0,6341,7.06518,6.89887,159,340,1262,2.2995
1,2003.0,3.0,6.0,180.0,12.0,1623,7.4834,6.89664,33,341,760,3.5158
1,2014.0,1.0,4.0,180.0,0.0,776,8.2466,6.89661,34,237,787,3.9784
1,2000.0,2.0,4.0,20.0,5.0,14138,6.99369,6.89632,529,138,1026,1.8059
1,2005.0,3.0,7.0,25.0,10.0,8054,7.02664,6.89341,412,151,1156,1.2253
1,2014.0,2.0,8.0,30.0,8.0,5043,7.11619,6.8905,68,449,1329,1.5452
1,2001.0,2.0,2.0,180.0,12.0,1228,7.72238,6.88895,75,171,471,3.2737
1,2008.0,5.0,68.0,90.0,8.0,2399,7.33608,6.88691,130,128,708,1.5071
1,2013.0,3.0,8.0,15.0,8.0,5360,7.08734,6.88656,138,223,1159,1.3241
1,2003.0,2.0,5.0,30.0,8.0,11661,6.98461,6.88606,210,265,988,1.2925
1,2013.0,2.0,4.0,60.0,13.0,2547,7.28222,6.88575,106,305,1187,2.827
1,2003.0,2.0,2.0,30.0,8.0,5841,7.08294,6.88446,259,185,749,1.9824
1,2014.0,1.0,5.0,45.0,14.0,993,7.95554,6.88131,30,202,541,2.9423
1,2000.0,2.0,5.0,60.0,10.0,4117,7.10816,6.87948,280,216,693,2.1205
1,2014.0,2.0,7.0,90.0,10.0,1363,7.58454,6.87844,38,300,742,2.3716
1,2011.0,1.0,8.0,90.0,13.0,10564,7.0097,6.8784,406,333,1983,2.3351
1,2012.0,1.0,4.0,240.0,14.0,2209,7.32378,6.87791,133,483,1535,3.0699
1,2014.0,1.0,4.0,60.0,12.0,683,8.40438,6.87763,29,210,647,3.4528
1,2009.0,2.0,2.0,30.0,14.0,1954,7.39132,6.87752,77,235,811,2.5556
1,2012.0,1.0,5.0,120.0,12.0,2200,7.31024,6.87651,74,447,1487,3.8468
1,2013.0,2.0,5.0,90.0,13.0,1948,7.38192,6.87407,28,541,1551,3.4466
1,1999.0,3.0,6.0,90.0,14.0,3553,7.15814,6.87206,190,167,471,2.7897
1,2014.0,2.0,2.0,240.0,13.0,752,8.20931,6.86982,23,378,1325,3.5244
1,1999.0,2.0,2.0,20.0,8.0,2689,7.21517,6.86105,58,123,365,1.7386
1,2008.0,2.0,4.0,60.0,14.0,4617,7.12073,6.85847,540,125,581,3.2194
1,2013.0,2.0,4.0,75.0,10.0,1972,7.35133,6.85681,42,245,738,2.5398
1,2003.0,2.0,4.0,60.0,10.0,5649,7.04085,6.85303,173,276,921,2.3756
1,2011.0,2.0,4.0,60.0,12.0,1954,7.33839,6.85153,67,256,932,2.75
1,2012.0,1.0,6.0,120.0,12.0,1161,7.66918,6.84989,40,319,778,3.3116
1,1991.0,3.0,6.0,180.0,12.0,3694,7.14373,6.84819,213,170,477,2.7752
1,2012.0,3.0,6.0,120.0,14.0,2562,7.22868,6.8464,150,393,1674,3.2447
1,2008.0,1.0,4.0,45.0,8.0,8993,6.95261,6.84456,269,406,1397,1.7754
1,2009.0,2.0,4.0,45.0,10.0,4863,7.05016,6.84397,82,409,1059,2.092
1,2010.0,2.0,5.0,45.0,8.0,3502,7.10588,6.84197,99,210,586,2.2704
1,2015.0,2.0,5.0,90.0,13.0,1105,7.71968,6.83768,35,339,1235,2.3462
1,2000.0,2.0,2.0,45.0,10.0,3044,7.1787,6.83735,208,125,387,2.0961
1,2013.0,2.0,4.0,45.0,8.0,4156,7.07371,6.83405,159,421,1494,1.4701
1,2012.0,2.0,4.0,60.0,14.0,2993,7.18643,6.83292,171,255,1094,2.2759
1,2007.0,3.0,5.0,90.0,12.0,1929,7.33077,6.83188,94,288,852,2.8034
1,2012.0,2.0,4.0,45.0,12.0,10075,6.9807,6.83012,472,250,1581,2.033
1,2015.0,3.0,7.0,10.0,8.0,933,7.8573,6.82975,14,110,388,1.439
1,2010.0,2.0,4.0,30.0,10.0,19033,6.91015,6.82616,929,212,2024,1.7388
1,1991.0,2.0,10.0,120.0,10.0,6685,7.00212,6.82386,236,133,453,1.9705
1,2012.0,2.0,5.0,45.0,8.0,5049,7.04782,6.82341,96,491,2060,1.7507
1,2008.0,2.0,5.0,120.0,14.0,1769,7.35736,6.82267,119,238,826,3.7487
1,2005.0,3.0,5.0,45.0,12.0,3746,7.06232,6.82017,193,154,519,2.2906
1,2014.0,2.0,6.0,90.0,12.0,1530,7.46013,6.81955,37,291,1222,3.1549
1,2014.0,2.0,2.0,45.0,14.0,1145,7.76444,6.81945,78,101,486,3.04
1,2011.0,2.0,4.0,120.0,13.0,1278,7.58007,6.81894,52,343,1297,3.3861
1,2011.0,3.0,5.0,90.0,12.0,1790,7.32648,6.81787,47,193,631,3.3743
1,2012.0,2.0,4.0,30.0,7.0,7956,6.95327,6.81407,245,430,1861,1.5559
1,1987.0,2.0,6.0,15.0,8.0,7962,6.94344,6.81308,333,105,566,1.2721
1,2012.0,2.0,2.0,30.0,10.0,2742,7.16573,6.81301,133,327,1017,1.7186
1,2015.0,2.0,4.0,90.0,12.0,814,8.21312,6.81263,11,180,746,3.0566
1,2010.0,1.0,6.0,30.0,13.0,7708,6.97438,6.81148,571,170,984,2.3929
1,2007.0,3.0,5.0,90.0,0.0,3286,7.09296,6.80786,53,532,1274,3.2393
1,2010.0,2.0,2.0,15.0,14.0,3582,7.0803,6.80728,139,138,632,1.7863
1,2008.0,2.0,2.0,60.0,10.0,1844,7.31322,6.80567,112,179,605,2.1047
1,2013.0,4.0,12.0,40.0,10.0,3469,7.09019,6.80528,68,242,1052,1.4947
1,2012.0,2.0,5.0,90.0,10.0,1461,7.42684,6.80334,71,300,709,2.1852
1,2013.0,2.0,6.0,90.0,14.0,984,7.74755,6.79961,45,426,1657,3.0758
1,1992.0,2.0,4.0,10.0,4.0,5547,6.97508,6.79942,112,239,701,1.0487
1,2011.0,2.0,2.0,30.0,10.0,2324,7.2479,6.79865,137,244,973,2.3552
1,2011.0,2.0,5.0,60.0,10.0,1005,7.74259,6.7979,41,164,558,3.4356
1,2010.0,1.0,5.0,60.0,12.0,5888,7.01203,6.79695,401,290,1506,2.5216
1,2013.0,2.0,4.0,90.0,8.0,2702,7.13725,6.79656,167,339,1156,2.0886
1,1999.0,1.0,15.0,30.0,10.0,5300,6.9988,6.79394,109,190,775,2.4831
1,2011.0,1.0,2.0,360.0,12.0,889,7.84746,6.79217,44,170,595,3.0538
1,2003.0,2.0,4.0,60.0,12.0,3631,7.05812,6.79109,188,237,762,2.7208
1,2007.0,2.0,5.0,45.0,8.0,10315,6.90173,6.7905,425,355,1401,1.8678
1,1630.0,2.0,4.0,30.0,10.0,5169,6.99586,6.78987,58,8,117,1.9147
1,2011.0,1.0,6.0,75.0,13.0,2667,7.15137,6.78898,76,360,1380,2.5833
1,2002.0,2.0,5.0,90.0,8.0,2674,7.11389,6.7887,107,307,701,2.8522
1,1850.0,3.0,4.0,120.0,8.0,4328,7.04699,6.78856,93,55,320,2.5614
1,2014.0,3.0,5.0,90.0,14.0,1461,7.40207,6.78697,44,295,1000,2.65
1,2005.0,3.0,5.0,60.0,10.0,3899,7.02448,6.78402,62,381,881,2.0354
1,1997.0,3.0,4.0,90.0,12.0,3973,7.01931,6.78373,199,270,930,2.7241
1,2012.0,1.0,4.0,360.0,12.0,1096,7.62306,6.78358,47,229,649,3.6474
1,2010.0,2.0,5.0,90.0,12.0,2192,7.20782,6.78352,130,536,1852,1.8896
1,2010.0,2.0,2.0,120.0,12.0,868,7.86497,6.78351,19,297,688,2.4375
1,2005.0,2.0,2.0,180.0,12.0,847,7.88902,6.78349,31,101,262,3.7805
1,2007.0,2.0,4.0,75.0,10.0,4035,7.01143,6.78275,324,133,545,2.8812
1,1988.0,1.0,6.0,180.0,12.0,2265,7.20438,6.78261,75,305,870,2.8381
1,2009.0,1.0,5.0,45.0,10.0,1909,7.23117,6.78042,33,277,844,2.3897
1,1984.0,3.0,99.0,20.0,0.0,1227,7.48899,6.77961,2,13,107,1.1313
1,2001.0,8.0,18.0,30.0,10.0,5822,6.97283,6.77857,190,44,415,1.3197
1,2010.0,2.0,3.0,45.0,13.0,2778,7.0972,6.77783,178,147,562,2.1405
1,2012.0,2.0,4.0,60.0,10.0,1822,7.25638,6.77613,36,386,937,2.5867
1,2008.0,2.0,4.0,45.0,8.0,3245,7.04161,6.77566,80,283,791,2.2204
1,2012.0,1.0,4.0,120.0,13.0,659,8.21961,6.77379,29,136,466,3.2877
1,2011.0,2.0,4.0,30.0,14.0,9830,6.89646,6.76849,562,317,1743,1.9563
1,2008.0,3.0,5.0,45.0,9.0,3055,7.06125,6.76522,56,390,896,1.8664
1,2008.0,2.0,5.0,60.0,10.0,3990,6.97546,6.76282,141,349,1207,2.0729
1,1994.0,2.0,10.0,45.0,8.0,8315,6.88642,6.76261,137,174,532,1.2361
1,2007.0,2.0,5.0,75.0,12.0,2604,7.0901,6.76204,102,187,542,3.0802
1,2008.0,2.0,6.0,60.0,8.0,2521,7.11227,6.76149,53,156,591,1.5251
1,2001.0,3.0,6.0,120.0,12.0,2058,7.18579,6.76102,153,207,606,3.3238
1,2012.0,2.0,4.0,45.0,10.0,2548,7.11057,6.75847,101,233,732,2.0543
1,2010.0,2.0,2.0,45.0,10.0,2514,7.13648,6.75823,188,120,493,2.3096
1,2014.0,2.0,4.0,30.0,12.0,970,7.83519,6.75625,181,111,547,3.3978
1,2012.0,2.0,5.0,30.0,8.0,3229,7.03279,6.75434,34,256,630,1.2195
1,1995.0,1.0,4.0,120.0,12.0,1719,7.39981,6.75424,43,332,709,2.6981
1,2009.0,2.0,5.0,60.0,12.0,4823,6.93915,6.75019,232,206,928,3.0068
1,2014.0,1.0,4.0,120.0,13.0,813,7.91923,6.74971,67,114,400,2.8868
1,2012.0,2.0,4.0,45.0,10.0,2633,7.08719,6.74964,123,311,877,2.2554
1,2004.0,1.0,4.0,30.0,13.0,2323,7.13308,6.74877,16,445,1046,1.044
1,2005.0,2.0,5.0,90.0,10.0,3522,6.99839,6.74755,152,171,509,2.6307
1,2003.0,2.0,4.0,20.0,8.0,12807,6.82349,6.74588,355,308,1293,1.4698
1,1986.0,2.0,5.0,360.0,12.0,3952,7.03034,6.74412,335,199,700,2.9402
1,2011.0,2.0,4.0,75.0,10.0,1753,7.23808,6.74273,71,342,953,2.3288
1,2010.0,2.0,5.0,180.0,12.0,1234,7.48184,6.74016,78,251,996,4.2
1,2006.0,2.0,4.0,60.0,10.0,3546,6.98329,6.73862,228,170,647,2.5811
1,2000.0,2.0,4.0,120.0,12.0,2756,7.04754,6.73532,113,380,768,3.4034
1,2011.0,3.0,5.0,60.0,12.0,1768,7.2064,6.73307,36,222,499,2.7329
1,2014.0,2.0,4.0,120.0,12.0,876,7.72864,6.73306,13,209,664,3.6893
1,2014.0,2.0,4.0,10.0,9.0,2539,7.07246,6.73082,55,205,764,1.6108
1,1983.0,1.0,1.0,240.0,12.0,1646,7.31705,6.73079,173,204,589,3.2254
1,2004.0,2.0,4.0,60.0,10.0,4294,6.92939,6.73002,242,147,594,2.3532
1,2012.0,2.0,5.0,150.0,14.0,949,7.60238,6.72957,10,273,662,3.7257
1,2007.0,2.0,2.0,180.0,12.0,711,8.00851,6.72941,31,85,245,3.8718
1,2005.0,1.0,6.0,240.0,12.0,6604,6.93467,6.72911,392,233,1154,2.6768
1,1980.0,2.0,4.0,30.0,9.0,7579,6.85113,6.7291,205,265,895,1.1693
1,2001.0,3.0,4.0,60.0,10.0,2325,7.09327,6.72737,85,214,631,2.8182
1,2012.0,1.0,1.0,90.0,12.0,586,8.32657,6.72652,38,205,623,3.1023
1,1998.0,2.0,2.0,360.0,12.0,989,7.62344,6.72463,94,123,418,3.6085
1,2003.0,2.0,3.0,720.0,14.0,1172,7.57171,6.72442,87,159,534,3.7699
1,2014.0,2.0,4.0,45.0,12.0,909,7.71605,6.72355,31,140,465,2.2593
1,2013.0,2.0,4.0,120.0,12.0,1055,7.56499,6.72331,50,222,758,3.7107
1,1989.0,2.0,5.0,90.0,10.0,6895,6.96607,6.72302,469,234,692,2.1788
1,2013.0,1.0,4.0,180.0,0.0,795,7.78509,6.71966,20,297,731,3.4528
1,2006.0,2.0,4.0,45.0,6.0,7425,6.84868,6.71652,320,142,927,1.6843
1,2001.0,3.0,5.0,60.0,8.0,1574,7.26523,6.71557,16,272,702,2.5795
1,2013.0,2.0,4.0,32.0,13.0,1604,7.24897,6.71478,60,228,670,2.0
1,2013.0,2.0,99.0,60.0,14.0,1240,7.83154,6.71391,65,80,324,2.6356
1,2000.0,2.0,5.0,60.0,12.0,10583,6.81929,6.71274,942,179,874,2.5781
1,2010.0,2.0,4.0,60.0,12.0,692,8.0345,6.71142,23,28,73,3.6897
1,2010.0,2.0,5.0,120.0,14.0,1304,7.35892,6.71,141,86,349,3.6024
1,2009.0,1.0,4.0,45.0,9.0,1635,7.26722,6.70978,62,244,603,2.1813
1,2002.0,2.0,4.0,90.0,10.0,2471,7.06362,6.70657,113,266,720,2.7432
1,2008.0,2.0,8.0,90.0,12.0,3372,7.02394,6.70542,197,176,943,2.5604
1,1997.0,2.0,4.0,90.0,12.0,2078,7.10842,6.70391,173,78,223,2.9283
1,2011.0,1.0,8.0,90.0,12.0,2071,7.15858,6.70362,78,378,1324,2.8364
1,2005.0,4.0,8.0,45.0,13.0,5074,6.8938,6.70279,138,324,1239,1.8293
1,2001.0,2.0,6.0,60.0,10.0,3822,6.9372,6.7024,97,335,706,1.607
1,2011.0,3.0,6.0,45.0,10.0,3117,6.97288,6.69877,45,217,818,1.1831
1,2005.0,3.0,5.0,60.0,10.0,3255,6.94962,6.69732,163,475,1637,2.3136
1,2001.0,3.0,5.0,60.0,14.0,3941,6.91896,6.69628,104,243,713,2.3364
1,2014.0,2.0,4.0,60.0,10.0,694,7.9005,6.69566,26,164,461,2.1556
1,2006.0,3.0,8.0,20.0,8.0,6006,6.84115,6.69338,146,365,1276,1.1543
1,2014.0,2.0,6.0,90.0,13.0,1315,7.32846,6.69338,41,314,831,2.7938
1,2008.0,2.0,6.0,360.0,12.0,1491,7.40009,6.69292,44,160,548,3.142
1,2010.0,2.0,4.0,60.0,12.0,1347,7.29797,6.69143,19,304,673,2.5565
1,1995.0,3.0,6.0,300.0,14.0,995,7.52018,6.69134,49,88,210,4.2532
1,1997.0,2.0,2.0,30.0,9.0,2008,7.11305,6.68993,98,164,441,2.7784
1,2012.0,2.0,4.0,60.0,14.0,1809,7.2189,6.68875,160,153,722,2.6338
1,2013.0,2.0,5.0,45.0,10.0,2293,7.03913,6.68708,117,187,642,2.5631
1,2013.0,2.0,6.0,30.0,8.0,4163,6.89169,6.68663,168,197,745,1.6262
1,2010.0,2.0,4.0,180.0,13.0,1202,7.37633,6.68623,57,165,494,3.1875
1,1995.0,2.0,8.0,60.0,11.0,1631,7.18358,6.68418,106,89,239,2.4826
1,2000.0,3.0,4.0,60.0,12.0,2768,6.98864,6.68379,142,160,500,2.3254
1,1996.0,2.0,2.0,90.0,10.0,10131,6.80506,6.6815,748,79,364,2.4517
1,2004.0,2.0,5.0,20.0,10.0,5903,6.82278,6.68142,323,264,1229,1.7441
1,2010.0,2.0,4.0,15.0,9.0,783,7.81723,6.6811,52,155,457,2.6515
1,2005.0,2.0,2.0,15.0,5.0,3758,6.91936,6.6805,240,41,167,1.7163
1,2007.0,2.0,4.0,120.0,12.0,2417,7.01519,6.68,154,81,403,3.2321
1,2004.0,2.0,6.0,90.0,10.0,2185,7.0673,6.67972,130,121,423,3.5102
1,2009.0,2.0,5.0,60.0,8.0,4290,6.87563,6.67854,78,408,1186,1.671
1,2012.0,2.0,5.0,120.0,12.0,761,7.76045,6.67672,35,222,659,3.2432
1,2006.0,2.0,2.0,30.0,10.0,1600,7.19521,6.67607,66,61,205,1.8581
1,2004.0,3.0,5.0,90.0,12.0,2274,7.03249,6.67598,74,347,1030,2.6837
1,1980.0,2.0,6.0,240.0,12.0,3349,6.99197,6.67553,234,215,676,3.4785
1,2004.0,2.0,4.0,90.0,12.0,2597,6.97974,6.67533,320,85,340,3.4324
1,2009.0,2.0,5.0,180.0,12.0,1675,7.16784,6.67341,125,132,556,3.5459
1,2004.0,2.0,2.0,60.0,11.0,4905,6.88119,6.67297,427,150,889,2.8748
1,2013.0,2.0,8.0,150.0,12.0,769,7.80482,6.67256,50,256,847,3.3333
1,2006.0,2.0,4.0,45.0,10.0,3381,6.90787,6.67247,178,150,548,2.5569
1,1997.0,2.0,5.0,60.0,8.0,5908,6.82462,6.67214,360,155,578,2.0216
1,1984.0,3.0,6.0,45.0,10.0,4304,6.89287,6.6717,205,31,200,1.7441
1,2010.0,2.0,4.0,45.0,10.0,4201,6.86899,6.66962,123,303,967,2.0655
1,2012.0,1.0,2.0,30.0,13.0,920,7.56132,6.6687,52,53,214,2.1333
1,2012.0,2.0,4.0,20.0,10.0,998,7.5597,6.66785,42,199,501,2.7324
1,2008.0,3.0,8.0,30.0,13.0,3434,6.92462,6.66701,151,119,705,1.1039
1,2013.0,2.0,4.0,120.0,13.0,1016,7.48419,6.66548,57,328,1025,3.1765
1,2008.0,2.0,5.0,45.0,10.0,2105,7.06591,6.66347,78,178,436,2.1
1,2008.0,2.0,4.0,300.0,12.0,934,7.55273,6.66225,38,168,533,3.3212
1,2011.0,2.0,4.0,60.0,12.0,1807,7.12205,6.66182,96,159,510,2.8765
1,2004.0,2.0,4.0,30.0,10.0,4222,6.8926,6.66178,230,120,427,1.7349
1,2004.0,2.0,4.0,180.0,12.0,4299,6.93417,6.65844,304,180,670,2.9063
1,2009.0,3.0,5.0,105.0,12.0,1883,7.09208,6.65806,278,79,373,3.3604
1,1977.0,2.0,6.0,90.0,12.0,3484,6.94845,6.6579,210,109,382,2.3813
1,2014.0,2.0,5.0,20.0,10.0,1480,7.20321,6.65716,32,117,378,1.4097
1,1993.0,3.0,8.0,60.0,10.0,2022,7.04952,6.65651,52,144,365,1.9654
1,1998.0,2.0,4.0,45.0,10.0,2562,6.97999,6.65603,142,157,490,1.7336
1,2006.0,3.0,5.0,60.0,10.0,5129,6.82289,6.65491,277,256,859,2.2836
1,2004.0,2.0,5.0,360.0,12.0,1218,7.32942,6.65407,92,98,320,3.2974
1,2005.0,2.0,2.0,30.0,8.0,2720,6.94004,6.653,225,120,454,2.0969
1,2006.0,2.0,5.0,45.0,10.0,2939,6.92062,6.65291,145,305,994,2.4984
1,2011.0,3.0,5.0,75.0,12.0,1933,7.06691,6.65264,103,174,677,2.9641
1,2008.0,2.0,2.0,30.0,13.0,2351,7.04956,6.65246,240,122,508,2.8786
1,2010.0,2.0,4.0,45.0,9.0,1820,7.07586,6.65223,76,144,472,2.3101
1,2014.0,3.0,4.0,60.0,14.0,1466,7.20516,6.65194,43,372,1225,1.9492
1,2000.0,3.0,5.0,90.0,10.0,2735,6.95213,6.65123,132,168,382,2.475
1,2011.0,2.0,4.0,60.0,10.0,2484,6.98875,6.65108,61,169,574,2.1795
1,2013.0,2.0,4.0,30.0,14.0,2276,7.00474,6.65051,49,218,780,1.717
1,2015.0,2.0,5.0,150.0,10.0,626,7.99008,6.64453,22,164,554,3.8354
1,1992.0,2.0,2.0,240.0,12.0,801,7.69698,6.64261,51,129,278,3.3733
1,2013.0,3.0,5.0,120.0,8.0,1221,7.29948,6.64256,55,289,946,2.7674
1,1986.0,3.0,6.0,75.0,12.0,2228,7.02582,6.64214,115,188,467,2.8008
1,1996.0,3.0,6.0,360.0,12.0,1851,7.12242,6.64207,99,144,325,3.845
1,2005.0,2.0,4.0,15.0,4.0,3038,6.91481,6.63936,44,238,762,1.0492
1,2015.0,2.0,4.0,20.0,10.0,999,7.49995,6.63902,16,45,165,1.2075
1,2014.0,2.0,5.0,60.0,13.0,675,7.82525,6.63735,16,172,465,2.8036
1,2011.0,3.0,6.0,25.0,9.0,1025,7.42254,6.63729,32,188,603,1.5075
1,1983.0,2.0,2.0,1200.0,12.0,853,7.65131,6.63529,88,59,179,3.7423
1,2012.0,2.0,5.0,45.0,15.0,2736,7.01829,6.63364,125,107,453,1.9948
